State_County,Edu_Less_than_HS_2017_21,Edu_HS_diploma_2017_21,Edu_Some_college_2017_21,Edu_Bachelor_or_higher_2017_21,Crime_Rate,Income_Mean,Race_Hispanic,Race_White,Race_Black,Race_Native,Race_Asian,Race_Pacific
AL_Autauga_County,10.4,32.8,28.7,28.1,251.6019259,53735.55723542117,2.7,75.4,18.9,0.3,0.9,0.0
AL_Barbour_County,24.3,36.7,27.8,11.2,177.2787709,37725.0,4.2,45.7,47.8,0.2,0.6,0.0
AL_Blount_County,16.4,35.1,33.6,14.9,210.8100636,55127.0,9.0,87.4,1.5,0.3,0.1,0.0
AL_Butler_County,14.4,45.2,26.3,14.0,537.8731804,27993.0,0.3,52.2,44.7,0.1,1.1,0.0
AL_Chambers_County,17.2,36.2,32.9,13.7,562.0279843,45107.0,2.2,56.2,39.3,0.3,1.0,0.0
AL_Chilton_County,18.2,42.9,25.3,13.5,354.9407294,43767.0,7.7,80.4,9.5,0.4,0.4,0.0
AL_Colbert_County,13.2,37.7,31.2,17.9,482.3917828,60729.0,2.4,78.8,15.9,0.7,0.5,0.0
AL_Coosa_County,14.9,41.8,32.1,11.2,192.6959075,31229.0,0.1,65.3,33.2,0.1,0.0,0.0
AL_Covington_County,14.8,38.0,31.4,15.8,258.6707491,46370.0,1.6,83.5,13.0,0.3,0.4,0.0
AL_Cullman_County,15.8,32.4,35.3,16.5,237.591417,54514.5,4.2,92.3,1.1,0.4,0.6,0.0
AL_DeKalb_County,21.8,33.5,30.3,14.4,381.6202667,47929.0,14.3,80.8,1.4,1.2,0.3,0.1
AL_Elmore_County,12.4,32.1,31.0,24.6,284.2945786,49958.0,2.9,73.4,21.2,0.3,0.6,0.0
AL_Escambia_County,18.3,43.7,25.4,12.5,618.6978385,33737.0,2.2,60.2,32.2,3.6,0.4,0.1
AL_Etowah_County,13.8,33.8,34.4,18.0,513.8024266,50459.666666666664,3.7,78.3,15.4,0.5,0.7,0.1
AL_Franklin_County,20.5,42.2,23.0,14.3,497.9068882,55758.5,16.3,77.7,4.7,0.2,0.4,0.1
AL_Geneva_County,17.5,36.6,32.4,13.5,318.0304561,41057.0,3.8,84.0,9.2,0.6,0.4,0.0
AL_Greene_County,15.6,39.3,32.5,12.7,903.4766697,32777.0,1.2,17.1,80.3,0.6,0.0,0.0
AL_Hale_County,18.7,39.1,26.4,15.8,136.3105284,34452.5,1.3,39.5,58.7,0.2,0.2,0.0
AL_Jackson_County,17.6,38.3,28.1,16.1,385.2618459,56029.0,2.9,89.3,3.2,1.0,0.5,0.1
AL_Jefferson_County,9.0,26.4,29.9,34.7,798.3574913,106463.0,3.7,50.4,42.4,0.2,1.5,0.0
AL_Lamar_County,17.5,41.7,30.8,10.0,133.4644563,44572.0,1.5,86.0,10.8,0.3,0.0,0.0
AL_Lawrence_County,16.8,41.3,26.6,15.3,294.7569,42079.0,2.1,76.6,11.4,5.2,0.1,0.0
AL_Lee_County,8.6,22.1,30.7,38.6,246.4669754,64649.0,3.7,67.6,22.9,0.1,3.8,0.0
AL_Marion_County,18.7,35.6,33.1,12.6,280.2136217,45143.5,2.5,91.9,3.2,0.4,0.3,0.0
AL_Mobile_County,12.1,34.2,29.7,23.9,552.3100664,56973.42857142857,2.8,57.5,35.2,0.6,1.9,0.0
AL_Morgan_County,15.3,31.2,30.8,22.8,254.6186147,57994.0,8.0,76.4,12.3,0.5,0.7,0.0
AL_Pickens_County,16.7,42.3,27.6,13.3,216.4836864,35028.0,4.1,54.1,40.5,0.1,0.1,0.0
AL_Randolph_County,19.7,34.4,29.6,16.2,268.4032208,48217.0,3.0,75.3,19.4,0.2,0.2,0.2
AL_St._Clair_County,14.0,35.2,32.4,18.5,203.9208416,0.0,2.3,86.2,9.3,0.2,0.8,0.0
AL_Shelby_County,6.4,19.8,29.0,44.8,176.8047801,61313.333333333336,5.8,78.5,11.7,0.2,1.9,0.0
AL_Sumter_County,12.7,33.5,34.3,19.5,553.8507597,22603.0,0.3,24.6,70.7,0.5,3.0,0.0
AL_Talladega_County,17.1,34.6,32.4,15.9,326.7732071,54807.0,2.2,63.1,32.1,0.3,0.6,0.0
AL_Tallapoosa_County,18.4,31.6,31.9,18.1,497.5365871,55849.0,2.4,68.9,27.2,0.4,0.4,0.0
AL_Tuscaloosa_County,10.4,29.8,29.2,30.6,432.2257134,59112.5,3.5,62.4,31.2,0.1,1.5,0.0
AL_Walker_County,17.7,34.6,33.6,14.1,443.9528471,51907.0,2.4,89.4,6.0,0.1,0.5,0.0
AL_Washington_County,13.8,42.5,30.1,13.6,325.8873022,67392.0,0.5,65.1,24.6,7.5,0.9,0.0
AK_Aleutians_East_Borough,15.3,41.6,27.2,15.9,0.0,83098.42253521127,9.7,15.5,4.8,37.4,26.1,1.4
AK_Aleutians_West_Census_Area,9.0,43.4,30.9,16.8,235.8918527,67102.0,13.5,24.8,5.0,11.5,37.7,2.6
AK_Bethel_Census_Area,18.0,46.6,22.6,12.7,275.9319743,49088.666666666664,2.2,10.2,0.7,82.0,0.9,0.0
AK_Dillingham_Census_Area,13.5,39.9,27.1,19.6,938.1237525,79728.0,3.1,16.2,0.4,72.0,1.5,0.0
AK_Fairbanks_North_Star_Borough,5.5,25.6,36.3,32.6,182.2055837,83034.5,7.7,71.1,4.0,6.3,3.0,0.4
AK_Haines_Borough,2.3,39.4,32.6,25.6,154.3209877,101864.0,2.8,79.0,0.0,7.5,3.9,0.2
AK_Kenai_Peninsula_Borough,6.0,30.9,35.7,27.4,167.9878209,76885.0,4.0,81.0,0.5,7.1,1.5,0.3
AK_Ketchikan_Gateway_Borough,6.0,28.9,38.7,26.4,211.2316993,0.0,4.8,64.4,0.5,13.5,7.8,0.0
AK_Kodiak_Island_Borough,9.5,28.2,33.2,29.2,856.0311284,74363.0,8.9,50.1,0.2,12.7,22.1,0.9
AK_Matanuska-Susitna_Borough,6.3,33.0,37.0,23.7,64.08101521,77110.0,4.6,79.9,1.0,5.0,1.3,0.2
AK_Nome_Census_Area,12.4,43.6,25.7,18.4,232.5111201,73951.0,2.4,14.9,0.8,73.0,1.4,0.3
AK_North_Slope_Borough,12.3,41.4,30.6,15.6,722.6925459,78415.0,4.1,31.3,0.5,50.9,5.6,1.6
AK_Northwest_Arctic_Borough,15.7,47.1,22.8,14.4,1014.964216,60776.5,2.5,11.1,0.5,81.6,0.9,0.0
AK_Southeast_Fairbanks_Census_Area,7.4,38.1,35.1,19.3,0.0,242857.0,5.2,74.9,1.4,11.5,1.9,0.0
AK_Valdez-Cordova_Census_Area,,,,,184.3695585,28542.5,4.8,70.2,0.1,13.3,2.8,0.6
AK_Yukon-Koyukuk_Census_Area,12.9,42.3,31.9,12.9,0.0,38191.75,2.1,21.3,0.1,70.4,0.7,0.0
AZ_Apache_County,17.8,31.0,38.3,12.8,95.92126116,63183.57342657343,6.1,18.5,0.5,72.8,0.3,0.1
AZ_Cochise_County,11.3,24.4,38.5,25.8,590.856781,42740.333333333336,35.0,55.7,3.6,0.9,1.8,0.4
AZ_Coconino_County,9.0,21.3,30.9,38.7,334.7029054,62513.5,13.9,54.3,1.2,25.8,1.8,0.1
AZ_Gila_County,13.1,28.5,39.7,18.8,245.0379809,81213.57142857143,18.6,62.8,0.4,15.6,0.9,0.0
AZ_Graham_County,16.6,29.6,39.1,14.7,613.6278747,55575.0,32.5,51.2,1.8,12.6,0.7,0.2
AZ_Maricopa_County,11.2,22.0,32.5,34.4,410.2097764,75077.0,30.6,56.3,5.1,1.5,3.9,0.2
AZ_Mohave_County,12.6,34.3,38.5,14.6,180.7614638,50804.142857142855,15.9,78.0,1.0,2.1,1.2,0.1
AZ_Navajo_County,15.5,29.5,38.4,16.7,357.8017555,36601.833333333336,11.2,41.6,0.7,43.2,0.6,0.1
AZ_Pima_County,10.6,21.4,33.6,34.4,478.147697,55898.6,36.6,52.6,3.2,2.4,2.6,0.1
AZ_Pinal_County,12.4,30.4,36.2,20.9,196.481315,58458.333333333336,29.6,57.4,4.3,4.3,1.6,0.3
AZ_Santa_Cruz_County,22.3,26.1,28.6,23.0,113.3253507,41648.0,83.4,15.0,0.3,0.2,0.8,0.0
AZ_Yavapai_County,8.4,25.2,38.6,27.8,319.8021689,46226.0,14.3,80.9,0.5,1.5,0.9,0.0
AZ_Yuma_County,25.1,26.6,32.6,15.7,346.4197494,38239.75,62.9,31.8,1.8,0.9,1.1,0.1
AR_Ashley_County,14.8,50.9,22.3,12.0,244.3264577,43595.0,5.2,68.0,25.6,0.2,0.0,0.0
AR_Benton_County,10.3,29.4,25.8,34.6,267.1757334,51528.0,16.3,74.2,1.6,1.4,3.7,0.5
AR_Bradley_County,15.9,42.9,28.7,12.5,275.5800516,40194.0,14.8,55.9,29.1,0.0,0.0,0.0
AR_Clay_County,15.7,42.8,27.5,14.0,90.89728607,41443.0,1.9,95.8,0.7,0.5,0.0,0.0
AR_Cleburne_County,11.8,42.4,28.9,17.0,245.2697968,56439.0,2.5,94.8,0.6,0.7,0.8,0.0
AR_Columbia_County,13.0,39.8,27.1,20.2,190.3658335,48380.0,2.5,59.4,34.9,0.3,1.1,0.0
AR_Conway_County,11.9,41.0,28.5,18.7,268.2984232,55086.0,3.8,81.8,11.0,0.3,0.1,0.0
AR_Craighead_County,10.3,32.8,27.9,28.9,322.205581,43930.333333333336,4.9,77.3,13.4,0.2,1.1,0.1
AR_Crawford_County,15.1,34.1,31.7,19.1,316.3530175,49044.0,7.3,85.0,1.3,1.6,1.8,0.0
AR_Dallas_County,12.3,45.2,31.0,11.5,516.8284382,38731.0,3.1,53.2,40.0,0.4,1.6,0.2
AR_Faulkner_County,6.9,30.1,30.1,32.9,314.4338518,61441.0,4.0,80.6,11.4,0.3,1.3,0.1
AR_Fulton_County,14.1,37.2,37.3,11.4,146.2938882,141250.0,1.3,95.6,0.3,0.9,0.0,0.1
AR_Garland_County,9.6,31.8,34.8,23.8,388.9969436,52558.0,5.4,82.6,8.1,0.7,0.5,0.0
AR_Grant_County,8.4,42.6,31.0,18.0,310.7830623,48025.0,2.5,93.0,2.9,0.2,0.0,0.0
AR_Greene_County,11.3,44.3,28.0,16.3,280.762002,40121.0,2.7,93.9,1.0,0.3,0.3,0.1
AR_Hot_Spring_County,11.4,39.1,33.0,16.4,65.67164179,39519.0,3.4,82.8,10.9,0.3,0.3,0.0
AR_Jackson_County,16.5,43.1,27.7,12.7,363.3267102,38032.666666666664,2.7,77.2,16.9,0.2,0.0,0.0
AR_Lee_County,18.3,45.6,26.4,9.8,129.8052921,32433.666666666668,1.4,40.7,56.9,0.1,0.1,0.0
AR_Little_River_County,10.1,43.6,31.4,14.9,314.2183818,46324.0,3.3,73.2,20.5,1.3,0.0,0.0
AR_Lonoke_County,10.1,37.8,31.9,20.3,312.3542465,49237.0,4.3,86.5,6.0,0.5,0.7,0.1
AR_Madison_County,15.1,49.9,21.5,13.5,299.3439908,36716.0,5.4,90.2,0.1,1.0,0.4,0.5
AR_Marion_County,13.8,36.6,34.5,15.1,328.6670724,43262.0,2.2,94.7,0.2,1.0,0.4,0.0
AR_Mississippi_County,17.4,41.3,27.1,14.2,763.9897241,48019.333333333336,4.0,58.7,35.1,0.0,0.5,0.0
AR_Montgomery_County,16.0,32.9,35.7,15.3,0.0,31172.0,4.1,90.9,0.3,1.8,1.0,0.0
AR_Newton_County,14.8,37.9,30.9,16.4,62.00396825,44172.0,1.4,94.3,0.0,1.5,0.5,0.0
AR_Ouachita_County,12.4,40.5,33.7,13.3,355.9715223,29658.0,2.1,55.5,40.7,0.2,0.1,0.0
AR_Perry_County,8.7,43.4,30.4,17.5,289.9951667,46284.0,2.8,92.2,2.1,0.5,0.1,0.0
AR_Phillips_County,18.3,31.8,35.6,14.3,818.6675817,30032.0,1.7,34.6,62.8,0.0,0.1,0.0
AR_Pike_County,12.1,38.2,30.2,19.5,80.52250157,42990.0,6.5,87.6,2.8,0.4,0.7,0.0
AR_Polk_County,11.5,38.1,34.9,15.5,289.1306478,28560.5,6.4,88.0,0.5,1.1,0.5,0.0
AR_Pope_County,15.8,33.8,27.2,23.2,254.208835,42109.0,8.5,84.7,2.9,0.4,1.0,0.0
AR_Pulaski_County,8.5,25.7,29.5,36.3,959.9165823,31297.0,6.0,53.2,35.9,0.2,2.1,0.0
AR_Randolph_County,14.4,38.3,31.2,16.1,28.26136107,25318.0,1.9,95.1,0.9,0.6,0.0,0.0
AR_St._Francis_County,17.7,39.3,31.6,11.4,542.9200293,45900.0,2.6,40.4,55.3,0.3,0.5,0.0
AR_Saline_County,8.2,30.7,33.2,27.9,249.991259,54028.0,4.5,85.9,6.4,0.3,1.1,0.1
AR_Sebastian_County,15.4,29.6,31.0,24.0,612.5237549,47261.5,13.7,70.4,6.7,1.1,4.3,0.0
AR_Union_County,13.7,38.0,30.0,18.4,604.5117216,31456.0,3.8,61.1,32.7,0.8,0.5,0.0
AR_Van_Buren_County,14.9,41.4,27.4,16.3,253.9570045,29546.0,2.9,93.7,0.4,0.6,0.1,0.0
AR_Washington_County,13.5,27.6,25.2,33.7,434.8227901,112207.0,16.5,71.9,3.4,0.8,2.4,2.0
AR_White_County,14.2,40.4,25.1,20.3,198.7691602,35811.0,4.2,88.4,4.0,0.2,0.7,0.0
AR_Woodruff_County,17.6,43.1,23.2,16.1,42.42081448,35812.0,0.5,69.2,27.5,0.0,1.5,0.1
CA_Alameda_County,11.0,16.7,22.7,49.6,753.6935735,78596.1313938619,22.5,32.2,10.7,0.3,28.7,0.8
CA_Amador_County,8.7,30.7,41.1,19.5,355.9790794,52845.666666666664,13.2,79.3,2.0,0.7,1.5,0.2
CA_Butte_County,9.7,22.3,38.3,29.8,307.98325,63420.666666666664,15.7,72.9,1.5,0.7,4.4,0.2
CA_Calaveras_County,9.2,30.9,40.0,19.9,226.8898124,81593.0,11.5,82.0,0.6,0.9,1.2,0.5
CA_Contra_Costa_County,10.3,17.5,28.2,44.1,400.6561842,87779.83333333333,25.3,44.9,8.3,0.2,15.8,0.5
CA_Fresno_County,22.1,22.7,32.6,22.6,534.2980847,43426.0,52.4,30.2,4.7,0.4,9.9,0.1
CA_Glenn_County,23.5,30.3,31.3,14.9,279.1696492,43059.0,40.8,52.5,0.8,1.7,2.6,0.3
CA_Humboldt_County,9.0,23.1,36.7,31.2,289.2343839,38625.8,11.1,74.9,1.0,4.6,2.9,0.3
CA_Inyo_County,7.9,30.5,34.3,27.3,449.4503709,24696.0,21.4,63.5,0.9,10.8,1.5,0.2
CA_Kern_County,24.1,27.6,30.8,17.6,575.8432818,52372.875,52.2,35.4,5.1,0.5,4.5,0.1
CA_Lassen_County,20.0,32.4,35.8,11.8,410.4094767,91621.5,18.5,66.1,8.6,2.9,1.5,0.7
CA_Los_Angeles_County,20.0,20.4,25.6,34.0,444.800814,80469.625,48.4,26.5,7.9,0.2,14.3,0.2
CA_Madera_County,28.2,23.3,32.2,16.4,612.9051309,48031.5,56.9,35.1,3.1,1.1,2.0,0.1
CA_Marin_County,6.6,10.2,23.1,60.1,189.6541714,123775.0,15.9,71.5,2.1,0.1,5.7,0.1
CA_Mendocino_County,13.4,26.3,35.8,24.5,410.5881274,84082.0,24.5,65.9,0.6,3.3,1.7,0.2
CA_Merced_County,29.6,26.5,29.8,14.1,696.3544912,53578.5,58.2,28.8,3.0,0.3,7.3,0.1
CA_Modoc_County,14.5,32.5,33.2,19.7,754.3456871,38885.333333333336,14.6,78.0,0.7,4.0,1.1,0.1
CA_Mono_County,12.8,22.4,35.3,29.5,312.6332244,33158.0,27.1,66.1,0.4,2.2,2.0,0.0
CA_Monterey_County,27.0,20.3,26.2,26.5,435.1415259,75691.0,57.9,30.6,2.5,0.2,5.6,0.5
CA_Nevada_County,4.9,19.0,37.4,38.7,247.4541752,30614.0,9.2,85.4,0.5,0.7,1.1,0.1
CA_Orange_County,13.4,17.2,27.3,42.1,217.9900031,113636.66666666667,34.2,41.4,1.6,0.2,19.5,0.3
CA_Placer_County,5.2,17.6,35.6,41.6,185.130231,68839.0,13.6,73.8,1.4,0.3,6.8,0.1
CA_Plumas_County,5.4,27.3,44.2,23.0,572.6708733,59282.5,8.5,83.5,0.9,1.8,0.8,0.3
CA_Riverside_County,17.0,26.9,32.5,23.5,304.8627551,70251.83333333333,48.0,36.6,6.0,0.4,6.1,0.3
CA_Sacramento_County,11.9,22.0,34.1,32.0,547.6937429,84968.5,22.8,45.7,9.5,0.4,15.1,1.1
CA_San_Bernardino_County,18.9,26.9,32.3,21.9,432.4902041,63765.818181818184,52.3,29.8,8.0,0.3,6.7,0.3
CA_San_Diego_County,11.7,18.2,29.9,40.3,368.6724057,78786.8,33.4,46.2,4.7,0.4,11.5,0.4
CA_San_Joaquin_County,19.7,28.8,32.1,19.5,887.1644385,66536.5,40.8,33.2,6.7,0.2,14.8,0.5
CA_San_Luis_Obispo_County,8.1,19.6,35.6,36.7,327.7348314,69471.8,22.2,69.4,1.8,0.4,3.6,0.1
CA_San_Mateo_County,9.2,14.9,23.5,52.5,235.3577129,88415.0,24.9,39.9,2.3,0.1,27.2,1.4
CA_Santa_Barbara_County,18.1,17.3,29.5,35.1,377.0969275,85404.66666666667,44.8,45.3,1.7,0.3,5.2,0.1
CA_Santa_Clara_County,10.8,13.7,21.1,54.4,265.4076897,114203.33333333333,26.1,32.6,2.4,0.2,34.9,0.3
CA_Santa_Cruz_County,11.7,15.9,30.5,41.9,386.3870031,85595.44444444444,33.3,57.8,0.8,0.2,4.4,0.1
CA_Shasta_County,8.9,25.8,42.7,22.6,725.2206951,52129.4,9.6,80.4,1.1,2.2,2.9,0.1
CA_Sierra_County,5.6,29.5,42.5,22.3,557.9258287,21163.0,10.1,87.0,0.1,1.0,0.0,0.0
CA_Solano_County,11.1,23.8,37.2,27.8,434.5697148,107548.0,25.8,39.0,13.8,0.3,14.8,0.9
CA_Sonoma_County,10.8,18.3,33.7,37.1,362.0019191,69292.83333333333,26.4,63.8,1.4,0.5,3.9,0.3
CA_Stanislaus_County,20.0,30.0,32.1,17.9,547.107372,34343.0,45.0,43.4,2.5,0.4,5.4,0.6
CA_Tehama_County,14.2,29.0,39.8,17.0,561.3968314,46286.0,24.2,69.2,0.6,1.5,1.4,0.0
CA_Tulare_County,27.4,26.5,30.9,15.2,462.4094173,42335.0,63.6,29.5,1.3,0.7,3.2,0.1
CA_Ventura_County,14.4,19.8,31.8,34.0,198.1848932,57660.0,42.3,46.1,1.6,0.3,7.0,0.1
CA_Yuba_County,18.8,23.2,40.2,17.7,388.6010363,55171.5,27.4,56.3,3.2,1.0,6.3,0.3
CO_Adams_County,15.1,28.3,30.1,26.4,336.3221531,73878.7510460251,39.3,51.1,3.0,0.5,3.8,0.1
CO_Arapahoe_County,7.9,19.7,27.9,44.5,297.9886998,117162.0,18.9,61.3,10.2,0.3,5.6,0.2
CO_Baca_County,14.5,28.9,32.9,23.8,135.7957632,47555.0,10.5,85.7,1.5,1.1,0.0,0.0
CO_Bent_County,12.9,48.6,24.3,14.2,246.1322082,47822.0,32.0,60.8,6.1,0.5,0.4,0.0
CO_Boulder_County,4.5,11.1,21.5,62.9,169.0060894,131295.66666666666,13.8,78.2,0.8,0.2,4.5,0.1
CO_Chaffee_County,5.6,25.8,29.3,39.4,54.02485143,55052.0,10.1,85.3,1.6,0.4,0.8,0.0
CO_Cheyenne_County,7.0,30.0,40.9,22.2,105.8201058,47895.0,14.9,80.0,0.0,0.0,3.1,0.1
CO_Clear_Creek_County,2.7,20.0,23.8,53.6,265.7513011,58245.0,6.1,89.9,0.9,0.1,0.9,0.2
CO_Douglas_County,2.1,12.2,26.5,59.2,83.0165739,90612.0,8.3,83.3,1.1,0.1,4.4,0.1
CO_Eagle_County,8.3,15.6,25.2,50.9,171.5592833,53686.0,29.6,67.3,0.8,0.4,0.9,0.1
CO_El_Paso_County,5.6,19.6,35.3,39.5,379.058506,113743.0,16.5,69.9,5.8,0.4,2.7,0.4
CO_Fremont_County,10.3,40.5,30.6,18.6,254.0311296,46944.333333333336,13.0,79.5,4.5,1.0,0.7,0.1
CO_Garfield_County,10.4,25.7,30.9,32.9,122.159785,74969.0,28.1,68.6,0.4,0.5,0.8,0.0
CO_Grand_County,5.6,30.3,26.5,37.7,34.99195185,50812.0,8.1,86.9,0.4,0.0,1.9,0.7
CO_Gunnison_County,2.0,16.7,24.5,56.7,309.5376282,66372.0,9.1,87.4,0.3,0.8,0.5,0.1
CO_Jefferson_County,4.9,19.6,27.6,47.9,226.1697215,80744.2,15.2,78.7,1.0,0.4,2.7,0.1
CO_Kit_Carson_County,10.8,29.1,41.9,18.2,286.176434,40004.0,19.2,76.3,3.2,0.1,0.4,0.5
CO_Larimer_County,3.7,17.4,29.5,49.4,225.6414801,106452.0,11.2,83.2,0.9,0.5,2.0,0.1
CO_Mineral_County,2.1,13.3,28.4,56.3,0.0,44307.0,12.6,83.8,1.6,0.0,0.4,0.0
CO_Montezuma_County,9.1,29.9,30.9,30.0,230.0912565,56546.5,12.2,73.1,0.2,11.8,0.1,0.1
CO_Morgan_County,19.3,31.2,32.0,17.5,88.01577243,65043.666666666664,35.8,59.2,2.9,0.3,0.5,0.1
CO_Park_County,2.5,25.2,39.2,33.1,124.0617828,49817.0,5.9,89.7,0.1,1.1,1.0,0.7
CO_Pueblo_County,9.5,29.4,37.5,23.7,501.7002063,50623.0,42.7,52.4,1.6,0.5,0.7,0.1
CO_Rio_Grande_County,10.9,29.2,31.0,28.9,152.5036008,10946.0,44.6,52.2,0.3,1.7,0.2,0.2
CO_Routt_County,3.3,16.2,29.6,50.8,182.8775571,63136.5,6.9,89.8,0.8,0.5,1.1,0.0
CO_Sedgwick_County,11.3,26.3,40.0,22.4,211.8644068,40647.0,11.2,82.5,1.3,0.5,1.5,0.0
CO_Summit_County,5.5,17.4,24.3,52.8,129.1493595,89735.0,14.0,81.9,0.9,0.3,0.4,0.2
CO_Weld_County,11.9,25.4,33.2,29.5,274.2924922,69640.33333333333,29.0,66.4,1.0,0.4,1.3,0.1
CO_Yuma_County,12.5,28.4,35.6,23.5,68.95872328,57309.0,22.6,75.7,0.5,0.3,0.0,0.0
CT_Fairfield_County,9.8,20.8,20.1,49.2,291.8383154,89432.6098265896,19.0,62.8,10.4,0.1,5.1,0.0
CT_Litchfield_County,6.1,29.5,28.2,36.2,66.87209775,76156.66666666667,5.7,89.4,1.5,0.1,1.9,0.0
CT_New_Haven_County,9.7,29.6,24.1,36.6,392.9086256,70594.0,17.2,64.1,12.3,0.1,3.9,0.0
CT_New_London_County,7.0,28.6,29.9,34.6,208.2801386,90262.0,10.0,76.2,5.2,0.5,4.1,0.0
CT_Tolland_County,5.2,26.1,25.9,42.8,35.67252621,119346.0,5.2,85.4,2.9,0.0,4.4,0.0
CT_Windham_County,10.6,34.9,30.1,24.4,62.07271862,62452.0,11.1,83.5,1.8,0.0,1.3,0.0
DE_Kent_County,11.2,32.8,30.3,25.7,534.1880342,69757.52380952382,6.8,62.7,24.1,0.6,2.0,0.0
DE_New_Castle_County,7.6,29.3,25.5,37.5,581.7888096,87980.0,9.6,58.5,24.1,0.2,5.4,0.0
DE_Sussex_County,10.4,31.1,28.1,30.4,457.297156,74971.33333333333,9.2,74.9,12.1,0.4,1.2,0.0
FL_Alachua_County,6.8,20.3,27.7,45.2,605.2451953,60866.638392857145,9.3,62.0,19.8,0.3,5.9,0.1
FL_Baker_County,14.2,43.8,26.9,15.2,236.922963,60142.0,2.4,81.9,13.8,0.4,0.7,0.0
FL_Brevard_County,7.5,26.4,34.4,31.7,537.9223453,79338.5,9.7,75.3,9.8,0.3,2.4,0.1
FL_Broward_County,10.0,26.8,28.8,34.3,470.9480521,52225.2,28.4,38.2,27.4,0.2,3.5,0.0
FL_Citrus_County,10.1,38.1,32.5,19.4,323.8290814,72920.0,5.3,88.6,2.8,0.3,1.6,0.0
FL_Clay_County,8.1,28.4,36.7,26.8,406.3157144,67620.0,9.3,74.2,9.6,0.1,3.0,0.1
FL_Collier_County,10.5,26.3,25.3,37.9,244.0805319,113840.0,27.2,63.6,6.8,0.2,1.3,0.0
FL_Dixie_County,19.1,47.8,22.2,10.8,363.8644918,36132.0,3.9,84.8,7.1,0.4,0.5,0.0
FL_Escambia_County,9.4,27.3,35.9,27.4,798.51676,37010.5,5.5,64.8,21.6,0.4,2.8,0.1
FL_Flagler_County,7.7,32.1,33.0,27.2,257.1131298,51038.0,10.0,74.7,10.0,0.3,2.5,0.0
FL_Gadsden_County,19.2,35.6,25.6,19.6,528.2071265,46282.0,10.0,32.6,55.3,0.1,0.5,0.1
FL_Hardee_County,23.8,46.4,19.6,10.2,276.172826,38331.0,43.2,47.4,7.9,0.2,0.6,0.0
FL_Hernando_County,11.0,33.6,36.0,19.4,295.2287593,45229.0,12.2,79.3,4.9,0.3,1.2,0.0
FL_Hillsborough_County,10.8,26.3,27.3,35.5,353.8307404,77150.66666666667,27.4,50.3,15.5,0.2,3.9,0.1
FL_Indian_River_County,8.9,27.7,31.5,32.0,308.4637379,126054.5,12.1,75.9,8.9,0.2,1.2,0.0
FL_Jackson_County,16.6,39.9,30.3,13.2,423.1225216,44686.5,4.6,65.5,26.8,0.7,0.6,0.1
FL_Lake_County,9.6,31.3,33.8,25.3,323.6655694,39754.333333333336,14.4,71.1,9.9,0.3,1.9,0.0
FL_Lee_County,10.2,30.8,29.9,29.0,337.9139787,48948.8,20.2,68.4,8.2,0.2,1.5,0.0
FL_Levy_County,12.4,42.3,30.1,15.1,282.514378,42249.0,8.0,80.3,8.7,0.2,0.6,0.0
FL_Liberty_County,23.0,41.4,22.1,13.5,155.7072703,50123.0,4.9,74.9,18.2,0.4,0.4,0.0
FL_Manatee_County,9.7,29.1,29.0,32.2,585.7833537,41607.5,15.9,71.9,8.6,0.2,1.9,0.1
FL_Miami-Dade_County,17.5,26.4,24.3,31.7,656.0124348,85332.22222222222,67.5,13.7,16.3,0.1,1.5,0.0
FL_Nassau_County,8.5,30.9,28.8,31.8,159.8203672,51922.0,3.8,87.5,6.1,0.4,0.9,0.0
FL_Okaloosa_County,7.1,24.6,35.1,33.2,464.3699274,72175.0,8.7,74.5,9.5,0.6,2.8,0.1
FL_Orange_County,10.5,24.3,29.5,35.7,662.6310837,69439.4,30.2,41.6,19.9,0.1,5.1,0.0
FL_Palm_Beach_County,10.9,23.4,27.7,38.0,478.6575434,65323.0,21.3,56.0,18.1,0.1,2.6,0.0
FL_Pasco_County,9.6,33.4,30.9,26.1,319.0312554,50796.857142857145,14.0,76.4,5.0,0.3,2.4,0.1
FL_Pinellas_County,7.9,26.6,31.5,34.1,550.6712247,43415.0,9.2,74.7,10.0,0.2,3.3,0.1
FL_Polk_County,13.6,33.9,31.5,21.0,348.309575,53186.0,20.6,61.0,14.7,0.2,1.7,0.0
FL_St._Johns_County,5.3,21.8,27.0,46.0,281.4254437,83456.0,6.4,83.6,5.0,0.2,2.6,0.1
FL_St._Lucie_County,11.8,31.4,32.6,24.2,393.958833,40362.0,18.1,58.6,19.2,0.2,1.9,0.1
FL_Santa_Rosa_County,7.7,27.2,36.0,29.1,152.0832299,62825.5,5.2,82.9,5.8,0.5,1.9,0.1
FL_Sarasota_County,6.3,26.8,29.6,37.3,316.8309731,65150.5,8.8,83.5,4.5,0.2,1.6,0.0
FL_Volusia_County,8.9,31.2,34.6,25.4,431.3099042,75162.5,12.9,72.9,10.2,0.3,1.8,0.0
FL_Wakulla_County,11.8,35.7,32.5,20.0,296.563729,38309.0,3.6,79.3,14.9,0.4,0.4,0.0
FL_Washington_County,16.4,42.1,29.0,12.5,280.214425,34261.0,3.5,77.6,15.3,1.2,0.3,0.3
GA_Appling_County,22.2,38.4,29.7,9.7,162.6898048,61020.178428761654,9.7,69.6,17.9,0.6,0.8,0.0
